IRIS_CODE;POPULATION_ACTIVE;Elèv.Etud.Stag.non_rémunérés_15-64_ans;Retraités_ou_Pré__15-64_ans;Autres_inactifs_15-64_ans;CSP+;CSP-;Actifs_occ_15_ans_ou_plus_voiture;Actifs_occ_15_ans_ou_plus_TC;0-2_ans;3-5_ans;6-10_ans;11-17_ans;18-24_ans;25-39_ans;40-54_ans;55-64_ans;65-79_ans;80_ans_et_+;Enseignement_sup;Sans_diplôme_ou_CEP_ou_BEPC;CAP_BEP_BAC_PRO;Men_1_personne_;Men_Autres_sans_famille_;Men_fam_princ_Couple_sans_enfant_;Men_fam_princ_Couple_avec_enfants_;Men_fam_princ_Famille_mono_;Fam_Couple_avec_enfants_;Fam_Monoparentales_;Fam_Couple_sans_enfant_
915210108;0.71;0.37;0.12;0.5;0.37;0.63;0.63;0.28;0.07;0.06;0.11;0.12;0.08;0.21;0.2;0.07;0.06;0.02;0.24;0.43;0.33;0.21;0.03;0.2;0.66;0.14;0.64;0.15;0.21
950190102;0.76;0.41;0.13;0.46;0.46;0.54;0.47;0.4;0.05;0.05;0.06;0.08;0.09;0.21;0.18;0.12;0.09;0.07;0.22;0.4;0.38;0.37;0.02;0.27;0.53;0.2;0.53;0.21;0.26
920500511;0.84;0.51;0.24;0.25;0.77;0.23;0.21;0.62;0.05;0.04;0.05;0.05;0.09;0.33;0.18;0.11;0.08;0.02;0.65;0.12;0.24;0.4;0.04;0.44;0.43;0.13;0.42;0.14;0.44
930620103;0.81;0.61;0.11;0.27;0.74;0.26;0.41;0.5;0.04;0.04;0.05;0.07;0.09;0.22;0.21;0.11;0.1;0.07;0.5;0.16;0.34;0.43;0.03;0.35;0.42;0.22;0.42;0.23;0.35
751031104;0.83;0.63;0.1;0.27;0.86;0.14;0.11;0.55;0.01;0.02;0.03;0.07;0.1;0.27;0.21;0.11;0.13;0.04;0.74;0.11;0.15;0.58;0.03;0.55;0.28;0.17;0.28;0.18;0.55
940380110;0.73;0.5;0.15;0.34;0.46;0.54;0.46;0.41;0.04;0.04;0.09;0.11;0.09;0.15;0.21;0.12;0.09;0.04;0.27;0.34;0.38;0.25;0.02;0.26;0.5;0.24;0.5;0.24;0.27
940110107;0.8;0.48;0.13;0.39;0.33;0.67;0.38;0.46;0.05;0.05;0.09;0.09;0.11;0.2;0.17;0.11;0.09;0.05;0.22;0.39;0.39;0.43;0.02;0.21;0.55;0.24;0.54;0.25;0.21
930100304;0.78;0.45;0.11;0.44;0.35;0.65;0.34;0.53;0.05;0.05;0.09;0.09;0.09;0.18;0.19;0.11;0.1;0.03;0.19;0.46;0.35;0.28;0.03;0.22;0.49;0.29;0.48;0.29;0.23
920230505;0.78;0.32;0.2;0.48;0.26;0.74;0.33;0.52;0.04;0.03;0.07;0.08;0.08;0.16;0.19;0.15;0.13;0.06;0.14;0.47;0.38;0.4;0.03;0.3;0.36;0.34;0.36;0.34;0.3
751166117;0.77;0.6;0.1;0.3;0.81;0.19;0.27;0.5;0.03;0.05;0.06;0.06;0.09;0.16;0.19;0.11;0.13;0.12;0.69;0.1;0.2;0.46;0.02;0.4;0.47;0.13;0.47;0.14;0.4
940810105;0.79;0.43;0.16;0.41;0.2;0.8;0.3;0.58;0.06;0.05;0.1;0.11;0.07;0.21;0.19;0.12;0.07;0.02;0.15;0.47;0.39;0.33;0.04;0.2;0.49;0.31;0.47;0.33;0.2
920620204;0.86;0.49;0.25;0.26;0.55;0.45;0.22;0.49;0.03;0.03;0.04;0.08;0.09;0.24;0.24;0.1;0.11;0.05;0.33;0.27;0.4;0.5;0.01;0.35;0.38;0.27;0.38;0.27;0.35
783800102;0.77;0.55;0.17;0.28;0.66;0.33;0.71;0.16;0.03;0.04;0.06;0.11;0.1;0.17;0.23;0.12;0.09;0.05;0.42;0.21;0.37;0.3;0.02;0.39;0.46;0.15;0.46;0.15;0.39
751155717;0.82;0.67;0.08;0.25;0.8;0.2;0.16;0.66;0.04;0.03;0.03;0.05;0.09;0.21;0.19;0.12;0.16;0.08;0.67;0.1;0.22;0.53;0.04;0.45;0.37;0.18;0.37;0.19;0.45
940590101;0.78;0.54;0.18;0.28;0.61;0.39;0.59;0.31;0.03;0.03;0.06;0.09;0.1;0.18;0.23;0.11;0.13;0.05;0.34;0.25;0.4;0.25;0.01;0.35;0.49;0.16;0.48;0.16;0.36
920190110;0.64;0.83;0.08;0.09;0.77;0.23;0.55;0.27;0.04;0.03;0.04;0.09;0.21;0.21;0.19;0.09;0.05;0.06;0.59;0.16;0.25;0.36;0.02;0.37;0.47;0.16;0.46;0.17;0.37
940650101;0.83;0.55;0.33;0.12;0.59;0.41;0.63;0.14;0.04;0.04;0.07;0.08;0.07;0.21;0.23;0.11;0.1;0.04;0.39;0.2;0.41;0.37;0.02;0.36;0.46;0.18;0.46;0.18;0.37
915210109;0.75;0.4;0.12;0.48;0.38;0.62;0.55;0.34;0.06;0.06;0.1;0.13;0.09;0.21;0.18;0.1;0.05;0.02;0.18;0.39;0.43;0.19;0.01;0.19;0.6;0.22;0.59;0.22;0.19
751197501;0.8;0.63;0.13;0.24;0.68;0.32;0.16;0.71;0.03;0.03;0.06;0.09;0.11;0.21;0.22;0.11;0.1;0.05;0.51;0.26;0.23;0.45;0.03;0.31;0.45;0.24;0.45;0.25;0.3
916000103;0.79;0.48;0.31;0.21;0.75;0.25;0.7;0.15;0.02;0.03;0.05;0.07;0.07;0.15;0.21;0.14;0.17;0.09;0.49;0.18;0.33;0.34;0.02;0.46;0.4;0.13;0.41;0.13;0.46
920020202;0.79;0.36;0.27;0.38;0.61;0.39;0.51;0.37;0.06;0.06;0.04;0.07;0.08;0.3;0.15;0.12;0.1;0.02;0.44;0.23;0.33;0.45;0.04;0.25;0.48;0.27;0.47;0.27;0.25
783610120;0.81;0.49;0.23;0.29;0.54;0.46;0.46;0.37;0.05;0.04;0.06;0.08;0.08;0.23;0.22;0.1;0.1;0.04;0.34;0.27;0.39;0.41;0.03;0.35;0.44;0.21;0.44;0.21;0.35
930630104;0.74;0.49;0.12;0.4;0.32;0.68;0.27;0.58;0.02;0.04;0.07;0.12;0.12;0.15;0.21;0.13;0.1;0.03;0.15;0.41;0.44;0.35;0.02;0.17;0.45;0.38;0.45;0.38;0.17
920630703;0.76;0.59;0.2;0.21;0.77;0.23;0.56;0.25;0.02;0.03;0.07;0.11;0.07;0.16;0.24;0.12;0.11;0.07;0.5;0.2;0.29;0.34;0.02;0.3;0.54;0.17;0.53;0.17;0.29
920240203;0.83;0.48;0.13;0.39;0.62;0.38;0.26;0.58;0.04;0.05;0.06;0.09;0.08;0.27;0.21;0.09;0.08;0.03;0.48;0.23;0.29;0.36;0.05;0.36;0.45;0.19;0.45;0.19;0.36
911050103;0.8;0.41;0.31;0.29;0.49;0.51;0.66;0.2;0.03;0.04;0.07;0.09;0.07;0.18;0.21;0.13;0.13;0.05;0.25;0.32;0.43;0.35;0.01;0.33;0.43;0.24;0.43;0.24;0.34
930700113;0.76;0.45;0.11;0.44;0.54;0.46;0.18;0.6;0.04;0.03;0.05;0.07;0.13;0.24;0.22;0.11;0.1;0.03;0.31;0.35;0.34;0.53;0.02;0.32;0.38;0.31;0.37;0.32;0.31
953060107;0.79;0.57;0.19;0.24;0.7;0.3;0.38;0.5;0.03;0.04;0.05;0.07;0.1;0.2;0.19;0.1;0.12;0.09;0.44;0.19;0.37;0.35;0.01;0.39;0.53;0.09;0.52;0.09;0.39
771310201;0.79;0.27;0.26;0.47;0.48;0.52;0.69;0.15;0.04;0.04;0.08;0.07;0.07;0.2;0.17;0.11;0.13;0.09;0.21;0.37;0.43;0.4;0.02;0.4;0.43;0.16;0.43;0.17;0.4
751197615;0.83;0.46;0.09;0.45;0.74;0.26;0.11;0.66;0.05;0.03;0.08;0.05;0.09;0.29;0.21;0.09;0.09;0.03;0.65;0.18;0.18;0.4;0.05;0.46;0.44;0.11;0.44;0.11;0.46
930720116;0.71;0.35;0.16;0.49;0.4;0.6;0.47;0.46;0.04;0.04;0.08;0.1;0.1;0.17;0.19;0.14;0.11;0.03;0.17;0.52;0.31;0.26;0.03;0.34;0.54;0.12;0.52;0.13;0.35
940170203;0.8;0.42;0.26;0.32;0.71;0.29;0.48;0.38;0.04;0.04;0.06;0.09;0.06;0.2;0.23;0.15;0.08;0.05;0.44;0.25;0.31;0.33;0.01;0.35;0.5;0.15;0.5;0.15;0.35
930100401;0.76;0.45;0.14;0.41;0.38;0.62;0.41;0.44;0.04;0.04;0.09;0.09;0.1;0.18;0.19;0.13;0.1;0.04;0.17;0.42;0.4;0.32;0.01;0.26;0.48;0.25;0.48;0.27;0.26
772150103;0.78;0.48;0.21;0.31;0.39;0.61;0.61;0.28;0.04;0.04;0.08;0.1;0.08;0.16;0.21;0.12;0.12;0.04;0.24;0.32;0.44;0.27;0.02;0.28;0.54;0.18;0.53;0.19;0.28
920710107;0.78;0.62;0.13;0.25;0.59;0.41;0.38;0.44;0.05;0.05;0.08;0.11;0.09;0.18;0.22;0.11;0.08;0.03;0.44;0.18;0.37;0.37;0.04;0.21;0.46;0.33;0.46;0.33;0.21
911910104;0.82;0.44;0.28;0.28;0.63;0.37;0.51;0.36;0.05;0.06;0.07;0.09;0.07;0.24;0.2;0.1;0.09;0.05;0.33;0.24;0.44;0.32;0.02;0.28;0.57;0.15;0.56;0.15;0.29
770830301;0.76;0.54;0.31;0.15;0.7;0.3;0.45;0.47;0.04;0.05;0.07;0.08;0.08;0.22;0.17;0.13;0.14;0.02;0.53;0.14;0.33;0.16;0.04;0.4;0.48;0.11;0.48;0.11;0.4
930060115;0.72;0.45;0.09;0.46;0.33;0.67;0.26;0.6;0.04;0.05;0.09;0.13;0.1;0.19;0.19;0.12;0.08;0.01;0.21;0.34;0.44;0.28;0.02;0.17;0.49;0.34;0.49;0.34;0.17
930320111;0.81;0.48;0.21;0.31;0.61;0.39;0.61;0.31;0.02;0.03;0.06;0.1;0.09;0.16;0.23;0.13;0.12;0.06;0.26;0.32;0.43;0.25;0.01;0.38;0.51;0.1;0.5;0.11;0.39
930060114;0.72;0.35;0.11;0.54;0.29;0.71;0.28;0.59;0.03;0.05;0.09;0.11;0.09;0.19;0.19;0.12;0.09;0.04;0.18;0.49;0.34;0.29;0.03;0.2;0.5;0.3;0.48;0.3;0.21
751083204;0.72;0.68;0.08;0.24;0.85;0.15;0.18;0.46;0.02;0.03;0.06;0.1;0.13;0.2;0.21;0.12;0.1;0.03;0.78;0.09;0.13;0.38;0.03;0.38;0.47;0.14;0.47;0.14;0.38
920710101;0.74;0.71;0.11;0.18;0.78;0.22;0.4;0.45;0.03;0.03;0.05;0.08;0.15;0.17;0.17;0.14;0.12;0.07;0.64;0.18;0.18;0.48;0.02;0.34;0.43;0.23;0.43;0.23;0.34
751114404;0.81;0.47;0.17;0.36;0.84;0.16;0.07;0.6;0.03;0.03;0.05;0.05;0.09;0.31;0.19;0.12;0.11;0.03;0.67;0.14;0.19;0.53;0.04;0.52;0.37;0.1;0.37;0.1;0.52
920090108;0.82;0.6;0.11;0.29;0.72;0.28;0.26;0.52;0.04;0.05;0.06;0.07;0.09;0.23;0.2;0.1;0.09;0.08;0.52;0.21;0.27;0.39;0.02;0.33;0.44;0.23;0.44;0.23;0.33
912720103;0.81;0.56;0.18;0.25;0.85;0.15;0.67;0.24;0.02;0.03;0.06;0.11;0.07;0.16;0.22;0.11;0.15;0.06;0.68;0.12;0.2;0.33;0.02;0.45;0.44;0.11;0.44;0.11;0.45
950180401;0.77;0.36;0.2;0.44;0.51;0.49;0.54;0.34;0.05;0.05;0.05;0.07;0.08;0.23;0.2;0.12;0.09;0.05;0.31;0.34;0.36;0.31;0.03;0.33;0.55;0.12;0.54;0.12;0.34
920260502;0.79;0.55;0.09;0.36;0.66;0.34;0.17;0.55;0.03;0.03;0.06;0.1;0.11;0.24;0.2;0.09;0.1;0.04;0.45;0.22;0.32;0.43;0.03;0.3;0.45;0.25;0.44;0.26;0.3
772430302;0.82;0.59;0.2;0.21;0.66;0.34;0.65;0.3;0.03;0.03;0.07;0.08;0.09;0.19;0.22;0.11;0.14;0.05;0.4;0.2;0.41;0.31;0.01;0.38;0.48;0.14;0.48;0.14;0.38
920490109;0.79;0.46;0.21;0.33;0.65;0.35;0.18;0.58;0.05;0.03;0.06;0.09;0.08;0.23;0.22;0.12;0.09;0.03;0.54;0.21;0.25;0.37;0.02;0.35;0.39;0.26;0.39;0.26;0.35
940220202;0.79;0.44;0.19;0.37;0.55;0.45;0.44;0.49;0.05;0.04;0.07;0.08;0.08;0.23;0.21;0.11;0.09;0.04;0.3;0.27;0.43;0.32;0.03;0.25;0.59;0.16;0.57;0.17;0.26
772880203;0.77;0.46;0.1;0.44;0.46;0.54;0.5;0.27;0.05;0.06;0.07;0.09;0.1;0.26;0.17;0.07;0.07;0.06;0.26;0.38;0.36;0.35;0.01;0.31;0.46;0.22;0.46;0.23;0.31
751176502;0.7;0.67;0.11;0.22;0.83;0.17;0.21;0.5;0.03;0.03;0.06;0.08;0.13;0.15;0.24;0.11;0.14;0.04;0.75;0.11;0.14;0.4;0.03;0.38;0.53;0.09;0.53;0.09;0.38
930510503;0.76;0.43;0.21;0.36;0.61;0.39;0.47;0.41;0.03;0.03;0.06;0.08;0.08;0.18;0.23;0.14;0.13;0.04;0.35;0.29;0.36;0.33;0.02;0.41;0.45;0.14;0.44;0.16;0.4
911220104;0.74;0.57;0.27;0.16;0.84;0.16;0.56;0.31;0.03;0.03;0.06;0.09;0.08;0.13;0.22;0.15;0.14;0.06;0.68;0.11;0.21;0.25;0.03;0.47;0.48;0.06;0.47;0.06;0.47
930620104;0.83;0.58;0.11;0.31;0.66;0.34;0.38;0.53;0.03;0.04;0.05;0.07;0.11;0.25;0.19;0.12;0.09;0.06;0.44;0.21;0.35;0.5;0.02;0.36;0.39;0.26;0.39;0.26;0.36
911910103;0.78;0.48;0.22;0.3;0.63;0.37;0.45;0.46;0.05;0.05;0.07;0.09;0.07;0.21;0.21;0.1;0.12;0.04;0.38;0.2;0.42;0.33;0.01;0.34;0.48;0.18;0.48;0.18;0.34
930460111;0.77;0.3;0.14;0.55;0.5;0.5;0.57;0.34;0.05;0.06;0.07;0.09;0.06;0.24;0.22;0.09;0.08;0.04;0.24;0.29;0.47;0.35;0.02;0.25;0.51;0.24;0.5;0.25;0.25
930130105;0.76;0.47;0.11;0.42;0.42;0.57;0.38;0.52;0.07;0.05;0.06;0.08;0.09;0.24;0.17;0.07;0.09;0.07;0.2;0.46;0.34;0.35;0.03;0.29;0.54;0.16;0.54;0.16;0.29
920400403;0.84;0.64;0.18;0.18;0.77;0.23;0.31;0.49;0.02;0.03;0.05;0.08;0.1;0.23;0.22;0.11;0.11;0.05;0.6;0.18;0.22;0.42;0.05;0.4;0.47;0.12;0.47;0.12;0.4
785170102;0.75;0.49;0.25;0.26;0.68;0.32;0.4;0.41;0.02;0.02;0.05;0.08;0.08;0.16;0.17;0.13;0.13;0.15;0.46;0.22;0.31;0.51;0.02;0.48;0.38;0.14;0.38;0.14;0.48
940680102;0.82;0.62;0.19;0.19;0.81;0.19;0.42;0.48;0.03;0.04;0.05;0.07;0.08;0.21;0.23;0.11;0.1;0.09;0.58;0.2;0.22;0.41;0.02;0.42;0.46;0.12;0.46;0.12;0.42
920510305;0.75;0.64;0.12;0.24;0.81;0.19;0.24;0.5;0.04;0.04;0.06;0.1;0.09;0.2;0.19;0.11;0.11;0.06;0.76;0.09;0.15;0.37;0.02;0.41;0.51;0.09;0.51;0.09;0.4
920480104;0.8;0.42;0.2;0.39;0.38;0.62;0.29;0.51;0.04;0.08;0.09;0.09;0.07;0.21;0.17;0.11;0.09;0.05;0.23;0.38;0.39;0.31;0.02;0.21;0.44;0.35;0.44;0.35;0.21
940030104;0.76;0.4;0.15;0.45;0.56;0.44;0.33;0.52;0.07;0.05;0.08;0.09;0.09;0.24;0.18;0.1;0.07;0.03;0.36;0.3;0.35;0.33;0.03;0.24;0.44;0.32;0.44;0.32;0.24
920640103;0.82;0.54;0.18;0.28;0.85;0.15;0.42;0.38;0.03;0.04;0.06;0.09;0.05;0.13;0.23;0.11;0.15;0.11;0.73;0.08;0.19;0.37;0.03;0.43;0.44;0.13;0.44;0.13;0.43
912010107;0.78;0.41;0.15;0.44;0.37;0.63;0.59;0.33;0.04;0.06;0.08;0.13;0.13;0.15;0.19;0.1;0.09;0.03;0.2;0.38;0.42;0.27;0.02;0.21;0.51;0.28;0.5;0.3;0.2
913860105;0.75;0.58;0.17;0.25;0.85;0.15;0.79;0.13;0.02;0.04;0.06;0.11;0.08;0.11;0.26;0.16;0.14;0.03;0.61;0.09;0.3;0.14;0;0.4;0.5;0.1;0.5;0.1;0.4
915890109;0.83;0.42;0.34;0.24;0.61;0.39;0.62;0.3;0.04;0.03;0.06;0.07;0.06;0.21;0.19;0.16;0.1;0.08;0.37;0.26;0.37;0.33;0.01;0.42;0.5;0.08;0.5;0.08;0.42
950630108;0.76;0.44;0.34;0.23;0.51;0.49;0.48;0.35;0.03;0.03;0.04;0.11;0.09;0.15;0.21;0.16;0.12;0.05;0.26;0.32;0.42;0.24;0.02;0.37;0.47;0.15;0.47;0.15;0.38
930510403;0.74;0.44;0.14;0.42;0.29;0.71;0.23;0.69;0.05;0.06;0.08;0.14;0.12;0.17;0.2;0.11;0.06;0.01;0.21;0.43;0.36;0.21;0.03;0.21;0.4;0.39;0.39;0.41;0.21
751166220;0.74;0.66;0.1;0.24;0.8;0.2;0.22;0.5;0.02;0.02;0.03;0.07;0.11;0.21;0.18;0.11;0.16;0.08;0.72;0.11;0.17;0.5;0.04;0.5;0.35;0.15;0.35;0.15;0.5
751104011;0.79;0.54;0.1;0.36;0.74;0.26;0.07;0.68;0.04;0.02;0.05;0.09;0.1;0.27;0.22;0.09;0.07;0.04;0.57;0.21;0.22;0.52;0.06;0.38;0.44;0.18;0.44;0.18;0.38
912280201;0.78;0.57;0.11;0.33;0.36;0.64;0.47;0.47;0.05;0.06;0.12;0.12;0.1;0.21;0.18;0.1;0.06;0.01;0.24;0.31;0.45;0.21;0.03;0.19;0.55;0.26;0.54;0.26;0.2
920040704;0.72;0.45;0.11;0.45;0.4;0.6;0.3;0.58;0.05;0.05;0.1;0.1;0.09;0.2;0.18;0.1;0.1;0.03;0.27;0.35;0.38;0.24;0.03;0.29;0.53;0.18;0.53;0.18;0.29
920730104;0.82;0.61;0.19;0.19;0.82;0.18;0.41;0.4;0.04;0.05;0.06;0.09;0.07;0.21;0.22;0.12;0.09;0.05;0.62;0.13;0.25;0.33;0.01;0.35;0.47;0.17;0.47;0.17;0.35
940460111;0.78;0.57;0.21;0.22;0.53;0.47;0.39;0.45;0.03;0.03;0.08;0.12;0.08;0.16;0.21;0.11;0.13;0.05;0.32;0.26;0.41;0.38;0.02;0.27;0.41;0.32;0.41;0.32;0.27
930080107;0.7;0.36;0.15;0.49;0.35;0.65;0.44;0.5;0.04;0.04;0.08;0.11;0.09;0.16;0.2;0.12;0.12;0.05;0.15;0.54;0.32;0.25;0.04;0.29;0.56;0.15;0.54;0.16;0.29
954270106;0.72;0.47;0.2;0.34;0.52;0.48;0.47;0.43;0.04;0.05;0.08;0.12;0.11;0.17;0.21;0.12;0.07;0.02;0.3;0.23;0.47;0.19;0.01;0.26;0.54;0.2;0.53;0.21;0.27
916870105;0.8;0.47;0.28;0.25;0.54;0.46;0.57;0.35;0.04;0.04;0.05;0.07;0.06;0.18;0.18;0.12;0.15;0.1;0.36;0.25;0.39;0.45;0.02;0.39;0.45;0.16;0.44;0.17;0.39
783580104;0.8;0.61;0.18;0.2;0.78;0.22;0.3;0.57;0.03;0.05;0.09;0.1;0.07;0.18;0.23;0.1;0.09;0.06;0.59;0.16;0.25;0.33;0.01;0.32;0.48;0.2;0.48;0.2;0.32
920490101;0.78;0.63;0.15;0.22;0.68;0.32;0.18;0.6;0.03;0.04;0.07;0.07;0.14;0.21;0.13;0.1;0.13;0.09;0.52;0.21;0.28;0.35;0.04;0.39;0.43;0.18;0.42;0.2;0.38
786430103;0.78;0.59;0.22;0.19;0.71;0.29;0.59;0.33;0.03;0.04;0.08;0.13;0.07;0.14;0.24;0.14;0.1;0.05;0.51;0.17;0.31;0.18;0.01;0.38;0.52;0.1;0.52;0.1;0.38
930100106;0.67;0.29;0.07;0.64;0.37;0.63;0.47;0.42;0.03;0.04;0.07;0.1;0.08;0.17;0.18;0.13;0.11;0.07;0.15;0.57;0.28;0.39;0.03;0.19;0.65;0.17;0.64;0.16;0.21
940680103;0.83;0.55;0.16;0.29;0.73;0.26;0.35;0.5;0.03;0.03;0.04;0.06;0.08;0.22;0.2;0.12;0.14;0.08;0.54;0.19;0.27;0.43;0.02;0.5;0.35;0.15;0.35;0.15;0.5
920120101;0.8;0.59;0.12;0.29;0.83;0.17;0.36;0.35;0.04;0.06;0.08;0.08;0.07;0.2;0.23;0.11;0.1;0.04;0.67;0.11;0.22;0.38;0.01;0.38;0.48;0.15;0.47;0.14;0.38
751135103;0.75;0.61;0.13;0.26;0.7;0.3;0.16;0.66;0.02;0.03;0.06;0.1;0.1;0.21;0.19;0.13;0.13;0.04;0.45;0.26;0.29;0.44;0.02;0.34;0.4;0.26;0.39;0.28;0.33
751197411;0.82;0.45;0.16;0.39;0.72;0.28;0.13;0.69;0.03;0.02;0.06;0.08;0.1;0.2;0.22;0.15;0.09;0.04;0.52;0.23;0.25;0.33;0.05;0.39;0.41;0.2;0.41;0.2;0.39
930290401;0.71;0.42;0.15;0.44;0.43;0.57;0.51;0.39;0.04;0.05;0.06;0.11;0.09;0.19;0.2;0.1;0.11;0.06;0.14;0.51;0.36;0.33;0.02;0.35;0.48;0.16;0.48;0.17;0.34
920720110;0.81;0.69;0.11;0.2;0.79;0.21;0.36;0.45;0.03;0.04;0.06;0.13;0.08;0.14;0.21;0.12;0.12;0.06;0.73;0.1;0.17;0.26;0.03;0.36;0.46;0.18;0.46;0.18;0.36
940710104;0.76;0.44;0.35;0.21;0.7;0.3;0.55;0.38;0.03;0.03;0.04;0.08;0.06;0.14;0.18;0.16;0.19;0.08;0.43;0.17;0.4;0.27;0.01;0.47;0.38;0.14;0.38;0.14;0.47
955720102;0.77;0.43;0.13;0.44;0.44;0.56;0.48;0.42;0.04;0.06;0.08;0.11;0.09;0.23;0.18;0.08;0.1;0.04;0.26;0.31;0.43;0.37;0.03;0.31;0.5;0.2;0.48;0.21;0.31
920320104;0.76;0.62;0.19;0.19;0.79;0.21;0.45;0.4;0.03;0.02;0.04;0.08;0.1;0.13;0.21;0.15;0.15;0.08;0.66;0.14;0.2;0.37;0.02;0.47;0.39;0.14;0.39;0.14;0.47
786740103;0.8;0.57;0.22;0.21;0.58;0.42;0.64;0.27;0.04;0.05;0.08;0.11;0.08;0.16;0.23;0.11;0.08;0.05;0.4;0.17;0.43;0.2;0.01;0.27;0.6;0.13;0.6;0.13;0.27
930480401;0.83;0.42;0.13;0.45;0.71;0.29;0.2;0.57;0.06;0.04;0.06;0.06;0.06;0.26;0.23;0.11;0.09;0.03;0.52;0.22;0.25;0.4;0.05;0.27;0.52;0.22;0.51;0.21;0.27
940330117;0.83;0.59;0.12;0.29;0.7;0.3;0.26;0.56;0.03;0.04;0.07;0.09;0.08;0.21;0.22;0.11;0.09;0.04;0.49;0.22;0.29;0.36;0.03;0.35;0.44;0.21;0.44;0.21;0.35
930480103;0.86;0.56;0.12;0.32;0.67;0.32;0.14;0.64;0.04;0.04;0.06;0.06;0.08;0.24;0.25;0.12;0.1;0.02;0.52;0.22;0.26;0.41;0.07;0.31;0.45;0.24;0.45;0.24;0.31
950630109;0.79;0.51;0.22;0.27;0.53;0.47;0.39;0.48;0.06;0.05;0.06;0.1;0.07;0.23;0.19;0.11;0.09;0.05;0.28;0.29;0.44;0.26;0.02;0.34;0.47;0.18;0.47;0.18;0.35
751155906;0.8;0.57;0.19;0.24;0.86;0.14;0.16;0.63;0.03;0.04;0.06;0.06;0.07;0.22;0.21;0.1;0.15;0.05;0.79;0.07;0.14;0.46;0.02;0.5;0.37;0.13;0.37;0.13;0.5
751187023;0.8;0.39;0.2;0.41;0.61;0.39;0.1;0.7;0.03;0.04;0.05;0.06;0.08;0.26;0.21;0.12;0.12;0.04;0.43;0.29;0.28;0.53;0.03;0.39;0.34;0.27;0.33;0.28;0.39
940380105;0.77;0.65;0.14;0.2;0.81;0.19;0.56;0.29;0.01;0.02;0.06;0.08;0.09;0.12;0.21;0.13;0.16;0.11;0.58;0.14;0.28;0.29;0.03;0.5;0.41;0.09;0.4;0.1;0.5
751145503;0.72;0.59;0.14;0.27;0.56;0.44;0.09;0.74;0.03;0.04;0.09;0.13;0.11;0.11;0.21;0.11;0.11;0.05;0.43;0.26;0.31;0.37;0.02;0.23;0.48;0.3;0.47;0.31;0.22
785510110;0.77;0.51;0.13;0.36;0.59;0.41;0.46;0.41;0.06;0.07;0.09;0.12;0.06;0.19;0.2;0.11;0.09;0.02;0.44;0.25;0.32;0.22;0.01;0.26;0.52;0.22;0.51;0.24;0.25
930620102;0.79;0.55;0.22;0.22;0.65;0.35;0.48;0.39;0.03;0.02;0.05;0.1;0.09;0.2;0.22;0.13;0.11;0.05;0.44;0.2;0.36;0.3;0.03;0.37;0.46;0.17;0.46;0.17;0.37
940410207;0.65;0.56;0.05;0.38;0.54;0.46;0.18;0.62;0.03;0.03;0.04;0.06;0.17;0.32;0.18;0.08;0.07;0.02;0.41;0.26;0.33;0.48;0.08;0.39;0.38;0.24;0.38;0.24;0.38
952880101;0.74;0.3;0.15;0.56;0.65;0.35;0.47;0.42;0.06;0.05;0.08;0.1;0.09;0.23;0.19;0.1;0.08;0.03;0.31;0.35;0.35;0.26;0.02;0.28;0.55;0.17;0.55;0.17;0.28
751124505;0.82;0.61;0.21;0.18;0.8;0.2;0.1;0.74;0.04;0.03;0.06;0.08;0.07;0.2;0.24;0.11;0.11;0.05;0.64;0.14;0.22;0.39;0.03;0.3;0.51;0.19;0.51;0.18;0.31
920500503;0.75;0.44;0.14;0.42;0.38;0.62;0.2;0.62;0.04;0.04;0.08;0.11;0.12;0.18;0.17;0.13;0.09;0.04;0.23;0.39;0.38;0.32;0.07;0.19;0.43;0.38;0.42;0.39;0.2
786860105;0.82;0.59;0.18;0.23;0.8;0.2;0.33;0.52;0.05;0.05;0.06;0.06;0.09;0.25;0.2;0.09;0.1;0.06;0.63;0.16;0.22;0.38;0.02;0.4;0.5;0.1;0.5;0.1;0.4
751156003;0.82;0.61;0.11;0.28;0.74;0.26;0.16;0.62;0.03;0.02;0.04;0.06;0.12;0.29;0.19;0.08;0.12;0.05;0.61;0.17;0.22;0.52;0.04;0.5;0.33;0.17;0.32;0.18;0.5
920260305;0.84;0.67;0.14;0.19;0.86;0.14;0.24;0.57;0.05;0.05;0.05;0.08;0.06;0.27;0.19;0.09;0.1;0.05;0.72;0.06;0.22;0.4;0.02;0.38;0.46;0.16;0.46;0.16;0.38
940520110;0.81;0.55;0.2;0.26;0.83;0.17;0.28;0.6;0.06;0.04;0.04;0.04;0.07;0.26;0.17;0.12;0.14;0.07;0.65;0.16;0.2;0.38;0.02;0.41;0.47;0.12;0.46;0.13;0.41
770790101;0.77;0.43;0.14;0.43;0.4;0.6;0.65;0.25;0.03;0.04;0.07;0.09;0.11;0.21;0.2;0.11;0.09;0.04;0.23;0.3;0.47;0.44;0.02;0.32;0.39;0.29;0.39;0.29;0.32
951270105;0.61;0.81;0.08;0.11;0.68;0.32;0.44;0.39;0.03;0.04;0.04;0.09;0.26;0.21;0.15;0.09;0.08;0.01;0.55;0.15;0.3;0.51;0.05;0.4;0.4;0.2;0.39;0.22;0.39
